,text,likes,timestamp,Language,sentiment,overall_sentiment
2375,मर घर पर हदसतन ह rahul gandhi pipedvideoip 0xczidvu8,0,08-08-2023,et,0.0,neutral
2376,american bee founder usbf available bsc appkredeumcombsc 0x4f9c ftm appkredeumcomfantom 0xe yt pipedvideojqqftavdp पर,89,21-07-2023,en,0.0,neutral
2377,debate top focus onair online pipedvideowatchvfmfqkcpy watch favourite show,12,08-08-2023,en,0.2023,neutral
2378,current situation manipur violence,247,30-07-2023,fr,-0.6249,negative
2379,appal horrific violence manipur perpetrator bring justice victim support,1,08-08-2023,en,-0.8271,negative
2380,arson imphal abandon kuki residence langol area miscreant r run free impunity imphal wit blessing wer law n birenpresident rule,251,08-06-2023,en,0.5574,positive
2381,,4876,08-01-2023,,0.0,neutral
2382,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,335,08-08-2023,en,-0.25,negative
2383,supreme court monday august constitute allwomen judicial committee examine ongoing probe cbi state police incident violence manipur thewireinlawmanipurviole,43,08-08-2023,en,-0.128,negative
2384,வவதததல ஒர சறநத உரயல கஙகரஸ எமப கரவ ககய பறற மடடம பசவலல அவர பரசசனகளயம மனனலபபடததனர மலயதத வரரகள பரடடம டலல கலவரம ஊழல கவட தவறன நரவகம பறற மகவம சறபபக பசனர,164,08-08-2023,ta,0.0,neutral
2385,order central reserve police force replace kangvai road stretch immediate effect,2,08-08-2023,en,0.0,neutral
2387,koie bulldozer chalte jalte,397,08-08-2023,nl,0.0,neutral
2388,மட மத நடட மககள நமபகக இழநதளளனர நடளமனறததல தரம அனல பறககம பசச,111,08-08-2023,ta,0.0,neutral
2389,தயர படயல தசம,1861,20-07-2023,ta,0.0,neutral
2390,kuki people alliance kpa crucial nda partner withdraw support manipur government lead cm n biren singh indiatodayneinmanipurstor,174,08-06-2023,en,0.4019,positive
2391,15th july lucy mar age naga woman brutally kill arambai tenggol sawombung area imphal east lucy hand meitei militant,72,08-07-2023,en,-0.7579,negative
2392,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,224,08-08-2023,en,-0.2023,negative
2393,committee former woman hc judge thing investigation ethnic buffly 3dnghmx,0,08-08-2023,en,0.0,neutral
2395,casualitie chinkuki terrorist side confirm report chinkuki suffer heavy casualty upto dead injury gunfight massacre meitei villager kwakta 5th august,31,08-07-2023,en,-0.9623,negative
2396,defense strategic analyst major amit bansal succinctly explain continue long wrong succinctly explain effort state govt retrieve weapon,90,08-08-2023,en,-0.5859,negative
2397,மணபபரல தறபத நலவம நலமகக பரதமர மட தலமயலன அரச பறபப கரள பரமசநதரன எமப,12,08-08-2023,ta,0.0,neutral
2398,presence international medium ccpur 29th april,178,08-08-2023,en,0.0,neutral
2400,due price skyrocket ccpur kangvai brother catch steal ngari kwakta manipur source ngari,81,08-07-2023,en,-0.4939,negative
2401,khuraijam athouba claim unofficial ceasefire agreement militant inform state government tell soo start prior approval,69,08-07-2023,en,0.743,positive
2402,call democratic institute tell speaker suspend mp,0,08-08-2023,en,-0.3182,negative
2403,கவரவ ககய களவ,18,08-08-2023,ta,0.0,neutral
2404,shame nation shame leader दरमदइसतफद,3549,20-07-2023,en,-0.7351,negative
2406,vasavi kiro jharkhand protest delhi maam standing truth,223,08-07-2023,et,0.0772,neutral
2407,public meeting hold sunday residence councilor ward number chesam md abdul karim abo aftermath meitei kukizo kill august flareup area adjoining churachandpur appeal meeteis kukizo end violence,0,08-08-2023,en,-0.8591,negative
2408,ncp leader supriya sule hit bjp lok sabha crime woman manipur cm n biren singh resign watch,6,08-08-2023,en,-0.7096,negative
2409,punjab farmer lead denounce hat,1051,08-07-2023,es,-0.34,negative
2410,wow happen kwakta incident,40,08-08-2023,nl,0.5859,positive
2412,question continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow nitternetrosy,130,08-08-2023,en,-0.5267,negative
2413,koie bulldozer chalte jalte,399,08-08-2023,de,0.0,neutral
2414,hate consume agresser aka n biren singh govt mosque turn bunker state force sanity,78,08-08-2023,en,-0.5719,negative
2415,swine fry,62,08-08-2023,en,0.0,neutral
2416,manipur police file assam rifle obstruct search operation army unit keep buffer zone sanctity latestlycomagencynewsind,0,08-08-2023,en,0.0,neutral
2418,talk india make manipur congress mp parliament direct attack modi shah,305,08-08-2023,en,-0.4767,negative
2419,manipur violence start,2,08-07-2023,fr,-0.6249,negative
2420,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,437,08-08-2023,en,-0.2732,negative
2423,மணபபர மககள பஜக அரசன மத நமபகக இழநதளளனர வசக தலவர தலதரமவளவன எமப,85,08-08-2023,ta,0.0,neutral
2424,மணபபர மதலவர ரஜனம சயய வணடம தசயவத கஙகரஸ எமப சபரய சல,440,08-08-2023,ta,0.0,neutral
2425,loksabhaમ congressન mp gaurav gogoiએ pm modi પર કરય આકર પરહર,106,08-08-2023,it,0.0,neutral
2426,opposition take political benefit manipur incident india alliance send delegation state naveent rana ask scathing question opposition lok sabha,19,08-08-2023,en,0.4588,positive
2427,debate top focus onair online pipedvideofmfqkcpydb watch favourite show,7,08-08-2023,en,0.2023,neutral
2429,manipur case modi silent,1,08-08-2023,it,0.0,neutral
2430,community desperate drag muslim community police commando forcibly occupy masjid kwakta base draw fire tarnish blame kukizo damage,90,08-08-2023,en,-0.8807,negative
2431,meiteis protest front manipur bjp state president residence burn bjp flag effigy action stop,77,08-07-2023,en,-0.4939,negative
2432,christopher grandfather fight british army alongside kukizo company free india colonialism listen powerful message,727,08-03-2023,en,0.5423,positive
2433,dear daughter avoid call kuki terr 0rists responsible terr 0rists emerge meitis month church burn support manipur long,438,08-05-2023,en,0.6597,positive
2434,republic vijay chowk ahead mega trust vote faceoff parliament conflict manipur religious senior journalist speak republic manipur issue,19,08-08-2023,en,0.25,neutral
2435,koie bulldozer chalte jalte,400,08-08-2023,nl,0.0,neutral
2436,bjp ready talk bring noconfidence motion fun shamelessly criticize opposition disgusting unfortunate,111,08-08-2023,en,-0.6808,negative
2438,ସଥବତରକ ଧର ଧର ଆଗକ ବଢଛ ଅନସଥ ତରକ ବତରକ,10,08-08-2023,,0.0,neutral
2439,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,438,08-08-2023,en,-0.2732,negative
2440,fbwatchmhyvo 4eqmm,0,08-08-2023,en,0.0,neutral
2441,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,336,08-08-2023,en,-0.25,negative
2442,வவதததல ஒர சறநத உரயல கஙகரஸ எமப கரவ ககய பறற மடடம பசவலல அவர பரசசனகளயம மனனலபபடததனர மலயதத வரரகள பரடடம டலல கலவரம ஊழல கவட தவறன நரவகம பறற மகவம சறபபக பசனர,165,08-08-2023,ta,0.0,neutral
2443,punjab,134,08-06-2023,id,0.0,neutral
2444,presence international medium ccpur 29th april,179,08-08-2023,en,0.0,neutral
2446,manipur cm evade question demand step run away camera question ruckus parliament viral video show woman parade nude,100,24-07-2023,en,-0.128,negative
2447,manipur peace,7,08-08-2023,ro,0.5423,positive
2448,ரணவ வரரன மனவகக கட பதகபப இலல எனபத மகபபரய தலகனவ வசக தலவர தலதரமவளவன எமப,150,08-08-2023,ta,0.0,neutral
2449,kabui kom tangkhul meitei pangal muslim join chorus meiteis show strength real manipur rally 29july2023,367,29-07-2023,id,0.6597,positive
2450,,0,08-08-2023,,0.0,neutral
2451,underaged kuki child r drag training ground joint kuki militant hunt meiteis school peace prevail manipur scenario beti bachao beti badao handle gun,1,08-08-2023,en,0.0516,neutral
2452,मद vs रहलकब हग असल फस ऑफ शर,51,08-08-2023,mr,0.0,neutral
2453,ரணவ வரரன மனவகக கட பதகபப இலல எனபத மகபபரய தலகனவ வசக தலவர தலதரமவளவன எமப,151,08-08-2023,ta,0.0,neutral
2454,மககளவயல மட அரசன எதரன நமபககயலல தரமனததன மத வசக தலவர தலதரமவளவன எமப பசச,19,08-08-2023,ta,0.0,neutral
2455,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,226,08-08-2023,en,-0.2023,negative
2456,sp mp dimple yadav manipur violence state sponsor ethnic violence,1,08-08-2023,fr,-0.8481,negative
2457,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,337,08-08-2023,en,-0.25,negative
2458,mass rally hold mizoram support zo,1003,25-07-2023,en,0.4019,positive
2459,,53,08-03-2023,,0.0,neutral
2460,live relief camp theweekinnewsindia,0,08-08-2023,en,0.4767,positive
2461,talk india make manipur congress mp parliament direct attack modi shah,306,08-08-2023,en,-0.4767,negative
2462,આવ હ મણપર પર ચરચ કરવ તયર છ સભળ નહ શક બલય અમત શહ bombaysamacharcomiamread,0,08-08-2023,gu,0.0,neutral
2463,loksabhaમ manipur મદદ congressન mp gaurav gogoiએ pm modiન ઘરય,177,08-08-2023,pt,0.0,neutral
2464,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date congress mp,311,08-08-2023,it,0.0,neutral
2465,meiteis accuse tribal separatist antinational separatist meiteis burn indian flag antinational,328,08-07-2023,en,-0.2023,negative
2466,talk india make manipur congress mp parliament direct attack modi shah,307,08-08-2023,en,-0.4767,negative
2468,meetei satifie happen start sow seed violence social activist interest punish concern authority,375,08-04-2023,en,-0.6369,negative
2469,wow happen kwakta incident,41,08-08-2023,nl,0.5859,positive
2470,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,439,08-08-2023,en,-0.2732,negative
2471,manipur violence state police file case central paramilitary force assam rifle apnlivecomindianewsmanip,0,08-08-2023,ro,-0.6249,negative
2472,telangana bulldozer chalte jalte,118,08-08-2023,nl,0.0,neutral
2473,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,441,08-08-2023,en,-0.2732,negative
2474,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,338,08-08-2023,en,-0.25,negative
